RPTG_SLS_MGMT_LVL_1,DELL_INDUSTRY_TAXONOMY_L1,ORG_USER_DEFINED_VALUE_113,emp_size,buy_power,decision_maker,clutser
NAMERICA,Construction & Real Estate,T1,11.988,85903399.61,0,1
NAMERICA,Healthcare & Life Sciences,T1,1397.601,110017194.9,0,1
APJ,"Telecom, Media & Entertainment",T5,8590.401,50540467.94,0,1
EMEA,Agriculture,T1,255.744,38349586.73,1,1
NAMERICA,Healthcare & Life Sciences,T1,49950,55457886.6,1,1
NAMERICA,"Banking, Financial Services & Insurance",T2,28076.15574,35726116.12,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,30269.7,34042010.91,0,1
NAMERICA,"Business, Engineering & Consumer Services",T1,85.76415,34882811.59,1,1
NAMERICA,Retail,T1,143266.4901,53469911.57,1,1
NAMERICA,Manufacturing,T1,403.596,202300187,0,1
EMEA,Energy,T1,65868.88518,80719200,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,1127.04183,38862258.84,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,2186.48133,38697995.27,1,1
NAMERICA,"Business, Engineering & Consumer Services",T1,7567.425,54066628.25,1,1
NAMERICA,"Telecom, Media & Entertainment",T1,157402.44,79895937.89,0,1
NAMERICA,Manufacturing,T1,1479.17934,116033850,1,1
NAMERICA,Web & Tech,T1,15414.13843,38784231.52,1,1
NAMERICA,Web & Tech,T1,4748.105142,39842906.31,0,1
NAMERICA,Web & Tech,T1,80910.9081,48850543.46,0,1
EMEA,"Banking, Financial Services & Insurance",T1,230856.912,45555692.04,0,1
APJ,"Telecom, Media & Entertainment",T1,665.9334,105098559.9,0,1
NAMERICA,"Banking, Financial Services & Insurance",T1,58536.4,100254931.4,0,1
APJ,Web & Tech,T1,94834.48,62741751.28,1,1
NAMERICA,Healthcare & Life Sciences,T1,52000,57733936,1,1
NAMERICA,Healthcare & Life Sciences,T1,33.6128,75168619.76,0,1
NAMERICA,"Banking, Financial Services & Insurance",T1,85327.1432,83034120,1,1
Greater China,Web & Tech,T2,2888.6,65521436.29,0,1
NAMERICA,Government,T1,60500.9392,54465866,0,1
NAMERICA,Energy,T1,20245.4096,69641442.65,0,1
NAMERICA,Healthcare & Life Sciences,T1,21746.4312,45836686.1,1,1
EMEA,Manufacturing,T1,226906.3576,50302710.64,0,1
EMEA,Web & Tech,T1,88425.8232,78780000,0,1
NAMERICA,Government,T1,1.15544,45786902.53,0,1
NAMERICA,Healthcare & Life Sciences,T1,35240.92,134960335.2,0,1
APJ,"Banking, Financial Services & Insurance",T1,40551.32224,40345181.35,0,1
EMEA,"Telecom, Media & Entertainment",T1,63549.2,46217600,1,1
APJ,Manufacturing,T2,6632.72064,49045139.53,1,1
NAMERICA,Education,T1,33229.05768,35952899.11,0,1
NAMERICA,"Business, Engineering & Consumer Services",T1,1870.128,47130968.24,0,1
EMEA,"Telecom, Media & Entertainment",T1,81399.39912,45804376.24,0,1
EMEA,"Banking, Financial Services & Insurance",T1,37144.89792,90922090.9,1,1
EMEA,"Business, Engineering & Consumer Services",T1,1.03896,52403376.17,1,1
APJ,"Business, Engineering & Consumer Services",T1,36363.6,117640068.3,0,1
NAMERICA,"Business, Engineering & Consumer Services",T1,155.844,47186458.79,0,1
NAMERICA,Manufacturing,T1,4786.083526,149007643.2,1,1
APJ,Web & Tech,T1,647.4487032,44105317.97,0,1
NAMERICA,Web & Tech,T1,10493.496,101137049,0,1
EMEA,"Telecom, Media & Entertainment",T2,9444.1464,76639248.04,1,1
NAMERICA,"Telecom, Media & Entertainment",T1,29234.87986,42584600.53,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,46382.30167,40400484.27,1,1
NAMERICA,Healthcare & Life Sciences,T1,31480.488,55363513.16,1,1
NAMERICA,Web & Tech,T1,6925.70736,177533039.2,0,1
APJ,Energy,T2,32146.825,75955449.86,1,1
NAMERICA,Web & Tech,T1,3.1480488,153465244,0,1
EMEA,Energy,T1,176490.1092,40601035.97,1,1
EMEA,Energy,T1,79786.45736,48159174.69,1,1
NAMERICA,Healthcare & Life Sciences,T1,3807.984763,60994663.08,1,1
NAMERICA,"Telecom, Media & Entertainment",T1,27.70282944,78823397.93,1,1
APJ,Web & Tech,T2,671.978,41823848.91,0,1
EMEA,"Banking, Financial Services & Insurance",T1,191840.746,100341370.1,1,1
NAMERICA,Web & Tech,T1,9970,96091557.9,0,1
NAMERICA,Manufacturing,T1,65802,34644725.33,0,1
NAMERICA,Manufacturing,T1,8175.4,46363383.37,0,1
EMEA,"Telecom, Media & Entertainment",T1,58992.49,40877000,0,1
NAMERICA,"Banking, Financial Services & Insurance",T1,4087.7,39060067.2,0,1
EMEA,Manufacturing,T1,117643.009,35551325.1,0,1
NAMERICA,Healthcare & Life Sciences,T1,3721.76112,97636945.5,0,1
APJ,Manufacturing,T1,186424.384,52829140.04,1,1
NAMERICA,"Telecom, Media & Entertainment",T1,43974.3799,56451692.25,0,1
NAMERICA,Retail,T1,248700.4436,33689979.17,0,1
EMEA,"Banking, Financial Services & Insurance",T1,47498.7749,45313650,0,1
EMEA,"Telecom, Media & Entertainment",T1,17722.672,76751643.2,0,1
NAMERICA,Healthcare & Life Sciences,T1,4142.67458,41515147.16,0,1
EMEA,Energy,T1,169362.2843,38961300.59,1,1
EMEA,"Business, Engineering & Consumer Services",T1,514533.4748,106416891.7,0,1
NAMERICA,"Banking, Financial Services & Insurance",T1,198.272393,68694186.51,1,1
EMEA,"Banking, Financial Services & Insurance",T1,242579.073,44878983.94,1,1
NAMERICA,Government,T1,63799.40387,57435303.12,0,1
EMEA,Manufacturing,T1,239277.1177,53045175.73,0,1
EMEA,Manufacturing,T2,124031.0123,88666528.02,1,1
EMEA,Web & Tech,T1,221.5334,55091420.21,0,1
APJ,Manufacturing,T2,6358.483152,47017311.64,1,1
NAMERICA,Manufacturing,T1,53784.162,34607319.44,0,1
APJ,"Banking, Financial Services & Insurance",T1,27888.084,41963236.56,0,1
APJ,"Telecom, Media & Entertainment",T1,20721.84242,148412239.6,0,1
EMEA,Web & Tech,T1,49.80015,53253164.92,1,1
NAMERICA,Manufacturing,T2,50098.9509,53451596.6,0,1
APJ,Manufacturing,T1,105190.8648,40836014.44,1,1
EMEA,Government,T2,1005.96303,43650345.41,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,47280.26241,38226595.14,1,1
APJ,"Banking, Financial Services & Insurance",T2,22649.25762,65371778.18,0,1
NAMERICA,Healthcare & Life Sciences,T1,15249.39357,34831168.12,0,1
APJ,"Banking, Financial Services & Insurance",T1,35305.2785,35125805.64,0,1
NAMERICA,Web & Tech,T1,915.4263573,34615640.68,1,1
NAMERICA,Manufacturing,T1,69411.44907,135055165.5,0,1
EMEA,Healthcare & Life Sciences,T1,42221.27433,35142312.49,0,1
NAMERICA,Energy,T1,69.41144907,87230876.99,0,1
Greater China,Manufacturing,T1,201.192606,66392962.82,1,1
APJ,Web & Tech,T2,745.8209904,46419829.84,0,1
NAMERICA,Transportation,T1,441517.1739,169603135.6,0,1
EMEA,"Banking, Financial Services & Insurance",T1,132012.5284,143921432.5,1,1
NAMERICA,"Business, Engineering & Consumer Services",T1,10460.30537,54172250.37,1,1
NAMERICA,Web & Tech,T1,17676.73024,137466390.7,1,1
EMEA,"Telecom, Media & Entertainment",T2,9331.92,75728530.8,1,1
NAMERICA,Web & Tech,T1,943.5608,35679507.53,1,1
APJ,"Business, Engineering & Consumer Services",T1,228113.6,53324548.51,1,1
APJ,"Telecom, Media & Entertainment",T1,21572.2884,154503232.4,0,1
EMEA,Healthcare & Life Sciences,T1,16755.9808,57538318.23,0,1
NAMERICA,Manufacturing,T1,56551.4352,36387916.25,0,1
NAMERICA,"Banking, Financial Services & Insurance",T1,62.834928,38783148.88,1,1
NAMERICA,Healthcare & Life Sciences,T1,3454.873791,55338683.32,1,1
EMEA,"Banking, Financial Services & Insurance",T2,41889.952,55504814.75,1,1
Greater China,"Banking, Financial Services & Insurance",T2,114896.7029,55603177.49,0,1
NAMERICA,Web & Tech,T1,83978.88127,50702854.35,0,1
NAMERICA,Manufacturing,T1,31564.07883,62206578.72,1,1
APJ,"Business, Engineering & Consumer Services",T2,8.28674496,78194504.4,0,1
NAMERICA,Energy,T2,4443.766985,39156838.04,1,1
NAMERICA,Retail,T1,5335.627911,100959954.3,1,1
NAMERICA,Healthcare & Life Sciences,T1,15702.34586,35865757.28,0,1
NAMERICA,Healthcare & Life Sciences,T1,39444.90601,46007282.93,0,1
NAMERICA,Healthcare & Life Sciences,T1,31593.21516,120990908,0,1
NAMERICA,"Banking, Financial Services & Insurance",T1,6.21505872,92716321.35,0,1
NAMERICA,Government,T1,1.03584312,73947503.06,0,1
APJ,"Banking, Financial Services & Insurance",T2,23555.22793,67986649.31,0,1
NAMERICA,Manufacturing,T1,418.4806205,209761017.9,0,1
NAMERICA,Education,T1,10462.01551,35708869.42,0,1
APJ,Web & Tech,T1,645.5063571,43973002.02,0,1
EMEA,Energy,T1,18868.24498,46568000.35,0,1
APJ,Web & Tech,T1,95399.98085,63115882.23,1,1
EMEA,"Banking, Financial Services & Insurance",T1,8201.17396,83634921.31,1,1
APJ,"Banking, Financial Services & Insurance",T1,148120.1694,38364504.87,1,1
NAMERICA,Retail,T1,63755.52253,75954232.62,1,1
NAMERICA,Retail,T1,345246.5119,117594168.1,1,1
NAMERICA,Healthcare & Life Sciences,T1,1.150821706,38524101.87,1,1
NAMERICA,Web & Tech,T1,4923.21526,41312312.7,0,1
EMEA,Education,T3,23.01643413,87622109.64,0,1
EMEA,"Telecom, Media & Entertainment",T1,63295.19385,46032868.25,1,1
NAMERICA,Government,T1,1.150821706,82155675.9,0,1
EMEA,Education,T1,28195.1318,57986568.4,1,1
NAMERICA,Manufacturing,T1,2442.13,182310000,1,1
NAMERICA,"Business, Engineering & Consumer Services",T1,71062.79,46580044.6,0,1
LA,"Business, Engineering & Consumer Services",T1,51109.63,54845646,1,1
NAMERICA,Government,T1,1.03,40816061.07,0,1
EMEA,Manufacturing,T1,65696.49,83113102.99,0,1
NAMERICA,Healthcare & Life Sciences,T1,2972.58,49245639,0,1
EMEA,"Business, Engineering & Consumer Services",T1,53251,44101510,1,1
NAMERICA,Manufacturing,T1,28222,55620000,1,1
APJ,Manufacturing,T1,108781.39,42229887.73,1,1
APJ,"Telecom, Media & Entertainment",T1,33594.4079,43068420,1,1
NAMERICA,Retail,T1,147712.197,55129138.05,1,1
NAMERICA,Healthcare & Life Sciences,T1,27047.8,44071110.03,1,1
NAMERICA,Healthcare & Life Sciences,T1,8317.1985,59001805.28,1,1
EMEA,"Telecom, Media & Entertainment",T1,146949.6571,119068055.4,1,1
NAMERICA,Manufacturing,T1,80953.0251,64564523.1,0,1
NAMERICA,Manufacturing,T1,8530.46,48376958.6,0,1
EMEA,Energy,T1,71907.6166,43403499.59,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,601.2934,183801887.8,0,1
NAMERICA,Healthcare & Life Sciences,T1,14838.8392,57159332.49,1,1
APJ,Manufacturing,T2,7305.40272,54019235.11,1,1
APJ,Retail,T2,142433.6108,38760831.58,0,1
NAMERICA,Retail,T1,369618.59,98622001.84,0,1
NAMERICA,Retail,T1,63395.882,75525780,1,1
NAMERICA,Manufacturing,T1,19.45361,60672834.33,0,1
EMEA,"Telecom, Media & Entertainment",T5,22330.45562,105621659,0,1
NAMERICA,"Business, Engineering & Consumer Services",T1,8582.475,61318808.62,1,1
EMEA,Manufacturing,T1,72988.80039,92338657.42,0,1
NAMERICA,"Business, Engineering & Consumer Services",T1,10817.35149,56021335.15,1,1
APJ,Transportation,T2,100432.1225,55094136.32,0,1
NAMERICA,Education,T1,32909.54751,35607198.16,0,1
NAMERICA,Energy,T1,2778.219,88298591.02,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,27239.92281,121072987,1,1
EMEA,"Business, Engineering & Consumer Services",T1,19868.38173,118106205.6,1,1
EMEA,"Business, Engineering & Consumer Services",T1,1.02897,51899497.55,1,1
NAMERICA,Manufacturing,T1,23.66631,34394747.37,1,1
APJ,"Telecom, Media & Entertainment",T5,8848.11303,52056681.98,0,1
EMEA,Government,T2,1.02897,186956405.5,0,1
APJ,Manufacturing,T2,6634.633925,49059287.16,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,9403.221766,47665022.58,0,1
EMEA,Transportation,T2,463.5098262,36159690.22,0,1
NAMERICA,Retail,T1,147564.4848,55074008.91,1,1
NAMERICA,Retail,T1,57574.98738,68591140.2,1,1
NAMERICA,Manufacturing,T1,17.6674149,55101965,0,1
APJ,"Telecom, Media & Entertainment",T1,14679.54326,68146945.02,0,1
EMEA,Government,T2,1.0392597,188825969.6,0,1
NAMERICA,"Banking, Financial Services & Insurance",T1,12339.13042,37431432.32,0,1
NAMERICA,Retail,T1,369248.9714,98523379.83,0,1
NAMERICA,"Business, Engineering & Consumer Services",T1,97.17078195,39522225.53,1,1
NAMERICA,Government,T1,3123272.419,42451125.67,0,1
EMEA,"Banking, Financial Services & Insurance",T1,219969.5003,115053978.3,1,1
NAMERICA,Web & Tech,T1,2400.689907,49156983.81,1,1
NAMERICA,Education,T1,11431.8567,39019123.77,0,1
APJ,Web & Tech,T2,1696.487534,72134932.32,1,1
NAMERICA,Manufacturing,T1,92498.58212,62320080.89,1,1
NAMERICA,Healthcare & Life Sciences,T1,342.955701,105540272.9,1,1
EMEA,"Telecom, Media & Entertainment",T1,67642.29609,46870612.47,0,1
NAMERICA,Government,T1,14.86141371,38791714.04,1,1
APJ,"Telecom, Media & Entertainment",T1,34592.2616,44347680,1,1
EMEA,Government,T2,6.4272,45567919.27,0,1
EMEA,"Banking, Financial Services & Insurance",T1,11818.5496,41214527.12,0,1
EMEA,"Business, Engineering & Consumer Services",T1,497593.824,102913397.6,0,1
NAMERICA,"Business, Engineering & Consumer Services",T1,91.052,37033536.29,1,1
NAMERICA,Manufacturing,T1,428.48,214773149.7,0,1
APJ,"Banking, Financial Services & Insurance",T1,29993.6,45131409.24,0,1
NAMERICA,"Business, Engineering & Consumer Services",T1,41707.172,55652329.97,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,87016.7896,84678360,1,1
EMEA,"Banking, Financial Services & Insurance",T1,13925.6,81158611.04,1,1
NAMERICA,Manufacturing,T1,8783.84,49813897.96,0,1
NAMERICA,Manufacturing,T1,29350.88,57844800,1,1
EMEA,Agriculture,T1,274.2272,41121198.5,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,50849.864,41112656,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,32457.36,36502304.39,0,1
NAMERICA,"Banking, Financial Services & Insurance",T1,6216.666352,108365496,0,1
NAMERICA,"Telecom, Media & Entertainment",T1,59505.16,37866920,1,1
NAMERICA,Manufacturing,T1,18.392504,57363407,0,1
APJ,Web & Tech,T2,1605.557408,68268568.22,1,1
APJ,"Telecom, Media & Entertainment",T1,15291.74421,74950002.33,0,1
NAMERICA,"Banking, Financial Services & Insurance",T1,625.345136,191153963.3,0,1
NAMERICA,Manufacturing,T1,24.883976,36164407.05,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,35703.096,40152534.83,0,1
NAMERICA,Retail,T1,65931.71728,78546811.2,1,1
NAMERICA,Web & Tech,T1,20288.87935,157780255.7,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,31505.60201,140032604.7,1,1
APJ,Manufacturing,T1,220328.5658,62436943.13,1,1
NAMERICA,Manufacturing,T1,82117.1208,159776830.6,0,1
NAMERICA,Manufacturing,T1,113433.6528,77049273.6,0,1
EMEA,"Telecom, Media & Entertainment",T1,151163.1839,122482125.6,1,1
NAMERICA,Healthcare & Life Sciences,T1,32103.864,56459820.35,1,1
EMEA,"Business, Engineering & Consumer Services",T1,20663.117,122830453.8,1,1
NAMERICA,Web & Tech,T1,78792.51342,47571547.41,0,1
EMEA,Education,T3,21.61660176,82293036.32,0,1
NAMERICA,"Business, Engineering & Consumer Services",T1,16975.51736,43633813.76,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,624.7197909,190962809.4,0,1
NAMERICA,Manufacturing,T1,24.85909202,36128242.64,1,1
EMEA,Healthcare & Life Sciences,T2,8566.659277,42937380.32,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,34954.04505,152180579.2,1,1
NAMERICA,Web & Tech,T1,16511.62509,41545668.8,1,1
NAMERICA,"Telecom, Media & Entertainment",T1,65390.22032,41611958.39,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,96578.97759,93983580.3,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,52551.14779,45773748.68,1,1
NAMERICA,Healthcare & Life Sciences,T1,356.673929,109761883.8,1,1
EMEA,"Business, Engineering & Consumer Services",T1,61466.8071,50905692.07,1,1
NAMERICA,Manufacturing,T1,2434.80361,181763070,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,48264.77,39022580,1,1
EMEA,Energy,T1,81125.89,45726864.63,0,1
NAMERICA,Retail,T1,297803.9,106135454.3,0,1
NAMERICA,Manufacturing,T2,51653.573,55110254.75,0,1
Greater China,"Banking, Financial Services & Insurance",T2,103447.2063,50062301.41,0,1
NAMERICA,"Banking, Financial Services & Insurance",T1,5959.631109,103884999.6,0,1
APJ,Government,T5,1.0371791,194471113.4,0,1
NAMERICA,Education,T1,10371.791,35400915.82,0,1
EMEA,"Business, Engineering & Consumer Services",T1,20026.89124,119048454.3,1,1
EMEA,Manufacturing,T1,1756.981395,109007523.4,1,1
APJ,Manufacturing,T2,7283.486512,53857177.41,1,1
Greater China,"Banking, Financial Services & Insurance",T2,113791.9269,55068531.55,0,1
NAMERICA,"Banking, Financial Services & Insurance",T1,6555.594219,114273499.5,0,1
NAMERICA,Manufacturing,T1,120935.0831,82144584.72,0,1
NAMERICA,"Banking, Financial Services & Insurance",T1,4865.925748,126169860.8,1,1
NAMERICA,Healthcare & Life Sciences,T1,124310.9973,122862742.6,0,1
NAMERICA,"Banking, Financial Services & Insurance",T1,7.98627907,85512512.69,1,1
EMEA,Retail,T1,22533.85684,44592301.9,0,1
NAMERICA,Government,T1,1.14089701,81447164.65,0,1
NAMERICA,"Banking, Financial Services & Insurance",T1,2977.112727,83594174.89,1,1
EMEA,"Business, Engineering & Consumer Services",T1,52.32003759,52859446.92,0,1
APJ,Manufacturing,T1,142289.9846,39183211.71,1,1
NAMERICA,Healthcare & Life Sciences,T1,3384.388314,54209677.24,1,1
EMEA,"Business, Engineering & Consumer Services",T1,102325.6829,51294154.5,0,1
NAMERICA,Energy,T1,32848.77654,47038871.46,1,1
NAMERICA,"Business, Engineering & Consumer Services",T1,1.02588309,80214187.51,0,1
NAMERICA,Manufacturing,T1,23.59531107,34291563.13,1,1
APJ,"Business, Engineering & Consumer Services",T2,8.289135367,78217060.5,0,1
EMEA,"Business, Engineering & Consumer Services",T1,52.84323797,53388041.39,0,1
NAMERICA,"Business, Engineering & Consumer Services",T1,40342.18569,53830948.54,1,1
NAMERICA,Manufacturing,T1,17.61441266,54936659.1,0,1
EMEA,Web & Tech,T2,21551.75195,39373392.99,0,1
NAMERICA,Web & Tech,T1,21758.98034,44439179.8,0,1
NAMERICA,"Business, Engineering & Consumer Services",T1,1865.055458,47003130.02,0,1
EMEA,"Banking, Financial Services & Insurance",T1,13469.84497,78502463.72,1,1
APJ,"Business, Engineering & Consumer Services",T1,227951.2226,53286590.66,1,1
EMEA,"Banking, Financial Services & Insurance",T1,37044.14596,90675473.47,1,1
NAMERICA,Manufacturing,T1,127445.4563,107240688.8,0,1
NAMERICA,"Business, Engineering & Consumer Services",T1,32028.18292,38156755.15,1,1
APJ,Energy,T2,31742.20775,74999433.67,1,1
EMEA,"Banking, Financial Services & Insurance",T1,8122.316518,82830739.37,1,1
Greater China,Government,T1,777.1064407,44346874.21,1,1
EMEA,Transportation,T2,508.3312264,39656332.27,0,1
EMEA,"Banking, Financial Services & Insurance",T1,63041.05037,73862920.68,0,1
NAMERICA,Healthcare & Life Sciences,T1,144.7490263,42537967.39,0,1
NAMERICA,"Business, Engineering & Consumer Services",T1,2051.561003,51703443.02,0,1
EMEA,Retail,T1,22511.32299,44547709.6,0,1
NAMERICA,"Business, Engineering & Consumer Services",T2,10058.3477,38600840.6,0,1
NAMERICA,Healthcare & Life Sciences,T1,5.698780565,53878095.07,1,1
NAMERICA,Energy,T2,4581.661656,40371915.09,1,1
NAMERICA,Web & Tech,T1,14832.19512,37319976.86,1,1
APJ,Manufacturing,T1,275041.7416,80205778.64,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,60111.61452,102952791.6,0,1
NAMERICA,Web & Tech,T1,971.867624,36749892.76,1,1
NAMERICA,Manufacturing,T1,24.5636872,35698924.58,1,1
APJ,Retail,T2,134260.5112,36536664.59,0,1
EMEA,Government,T2,6.471997584,45885527.67,0,1
NAMERICA,Retail,T1,114409.816,74340384.52,1,1
NAMERICA,Web & Tech,T1,10355.19613,46472610.12,1,1
NAMERICA,"Business, Engineering & Consumer Services",T1,8089.99698,57800223.89,1,1
NAMERICA,Healthcare & Life Sciences,T1,18.33732649,41008949.76,0,1
APJ,"Telecom, Media & Entertainment",T5,9275.451204,54570868.6,0,1
NAMERICA,Retail,T1,168475.8051,62878530.73,1,1
NAMERICA,Web & Tech,T1,16478.56878,41462494.29,1,1
NAMERICA,Manufacturing,T1,18272.60651,117466756.1,0,1
EMEA,"Banking, Financial Services & Insurance",T1,42420.9239,103836578.2,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,8.305730233,88933013.2,1,1
EMEA,Web & Tech,T1,237.3065781,59013929.33,0,1
EMEA,Government,T2,6.401510482,45385784.3,0,1
EMEA,"Banking, Financial Services & Insurance",T1,11771.31086,41049792.66,0,1
EMEA,"Business, Engineering & Consumer Services",T1,495604.9415,102502052.7,0,1
NAMERICA,Manufacturing,T1,57613.59433,37071360.58,0,1
NAMERICA,Web & Tech,T1,10669.18414,102830343.5,0,1
Greater China,"Banking, Financial Services & Insurance",T2,492648.5106,59232389.1,0,1
NAMERICA,"Banking, Financial Services & Insurance",T1,6.401510482,95497810.99,0,1
EMEA,Energy,T1,79485.42181,39935010.44,0,1
APJ,Manufacturing,T1,112680.4544,43743538.66,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,19827.6118,36509677.23,0,1
NAMERICA,Manufacturing,T1,431.0350391,216053848.5,0,1
NAMERICA,"Banking, Financial Services & Insurance",T2,269.3968994,38728456.24,1,1
NAMERICA,Healthcare & Life Sciences,T1,5436.429431,39017540.54,0,1
EMEA,Energy,T1,85129.42022,47983467.1,0,1
EMEA,Manufacturing,T1,18268.34254,46613314.47,0,1
Greater China,"Banking, Financial Services & Insurance",T2,118225.2604,57214001.54,0,1
EMEA,Government,T2,1185.346358,51434075.01,1,1
EMEA,Government,T2,7.112078145,50423606.35,0,1
NAMERICA,Web & Tech,T1,16462.09021,41421031.8,1,1
APJ,"Banking, Financial Services & Insurance",T1,10455.94022,46396629.39,0,1
NAMERICA,Manufacturing,T1,18254.33391,117349289.4,0,1
NAMERICA,"Business, Engineering & Consumer Services",T1,50219.56913,76109697.72,1,1
NAMERICA,Government,T1,11.85346358,40344761.63,0,1
NAMERICA,Healthcare & Life Sciences,T1,170520,226744324.6,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,947.52,510996988.9,0,1
NAMERICA,Transportation,T1,166803,473853135.8,1,1
EMEA,"Banking, Financial Services & Insurance",T1,229613.0151,200897573.3,1,1
NAMERICA,Healthcare & Life Sciences,T1,166788.5108,221782478.5,1,1
NAMERICA,Web & Tech,T1,849.7587061,256669665.9,1,1
NAMERICA,Healthcare & Life Sciences,T1,50972.3172,289584127.2,1,1
APJ,"Telecom, Media & Entertainment",T1,37416.6273,289321974.9,1,1
NAMERICA,Transportation,T1,170071.0044,483136866.4,1,1
NAMERICA,Transportation,T1,2279857.162,393900973.7,1,1
NAMERICA,"Telecom, Media & Entertainment",T1,34877.52817,252091041.9,0,1
NAMERICA,Web & Tech,T1,4716.123429,388081948.3,1,1
EMEA,"Banking, Financial Services & Insurance",T1,236739.3765,207132710.8,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,10300,352418723,1,1
EMEA,"Banking, Financial Services & Insurance",T1,248230,217186315,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,9962.778,340880534,1,1
NAMERICA,"Telecom, Media & Entertainment",T1,16023.21556,206457189.4,1,1
NAMERICA,Transportation,T1,165845.384,471132744.9,1,1
Greater China,Retail,T1,6847.158913,494918067.2,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,61700.15409,264979499.7,0,1
EMEA,"Business, Engineering & Consumer Services",T1,141299.3589,364261552.6,0,1
NAMERICA,Government,T1,1004.095592,221990680.8,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,48044.49804,233400391.3,1,1
NAMERICA,Transportation,T1,174818.1737,496622601.7,1,1
EMEA,"Banking, Financial Services & Insurance",T1,246056.0623,215284250.3,1,1
NAMERICA,"Telecom, Media & Entertainment",T1,10.48161915,685099695.4,1,1
NAMERICA,Healthcare & Life Sciences,T1,232711.8601,363122755.8,1,1
EMEA,Manufacturing,T5,19.64835165,230822.8112,0,1
LA,Web & Tech,T3,95.37962038,110699.2552,1,1
EMEA,Manufacturing,T1,1575.176823,59513.71828,1,1
CSB,Transportation,T5,49.87012987,82160.55944,1,1
NAMERICA,"Business, Engineering & Consumer Services",T3,116.4055944,564548.4915,1,1
CSB,Retail,T5,60.85914086,354642.2218,1,1
APJ,Healthcare & Life Sciences,T3,359.8401598,735053.8561,1,1
CSB,Transportation,T5,16944.07792,15600,0,1
APJ,"Business, Engineering & Consumer Services",T5,283.7162837,68420.46337,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,521.4785215,28285654.95,1,1
CSB,Manufacturing,T5,14.58241758,41642.51249,0,1
NAMERICA,Healthcare & Life Sciences,T4,41.49350649,234700.3317,0,1
EMEA,"Banking, Financial Services & Insurance",T1,1642.357642,46057942.06,1,1
NAMERICA,Government,T5,176.8231768,157041.6883,0,1
EMEA,Healthcare & Life Sciences,T3,3044.642358,399323.4351,1,1
LA,"Telecom, Media & Entertainment",T1,8671.011988,3907498.901,1,1
LA,"Business, Engineering & Consumer Services",T5,6.753246753,773568.6963,0,1
APJ,Government,T2,10356.85714,17310.06494,0,1
EMEA,"Business, Engineering & Consumer Services",T3,505.5944056,260153.9826,0,1
NAMERICA,Education,T1,885.7322677,979016.4835,0,1
EMEA,Agriculture,T2,99.9000999,2478471.528,1,1
NAMERICA,Manufacturing,T4,137.2747253,177738.1538,1,1
NAMERICA,Education,T1,2101.898102,4101802.198,0,1
CSB,"Business, Engineering & Consumer Services",T5,4.258741259,246939.6893,1,1
APJ,Manufacturing,T3,1305.220779,289922.044,0,1
Greater China,Manufacturing,T3,2821.256743,181169.2787,1,1
LA,Transportation,T5,211.8881119,23014.3133,1,1
Greater China,"Banking, Financial Services & Insurance",T3,163.1368631,393150.8229,1,1
NAMERICA,"Banking, Financial Services & Insurance",T4,319.2017982,499016.5934,0,1
EMEA,"Business, Engineering & Consumer Services",T1,485.4545455,1914685.315,0,1
CSB,Manufacturing,T5,37,2619117.846,0,1
EMEA,Manufacturing,T5,909.2417582,4206977.233,0,1
NAMERICA,"Business, Engineering & Consumer Services",T2,8.556443556,18965.62817,1,1
LA,Manufacturing,T1,381.8681319,3285320.679,0,1
EMEA,Web & Tech,T1,724.7752248,97390.02997,1,1
NAMERICA,Education,T2,294.6553447,162419.4273,0,1
NAMERICA,Education,T1,2.809190809,1419032.068,1,1
CSB,Agriculture,T5,63.13686314,29931.55569,0,1
NAMERICA,Education,T5,138.4345654,161538.4615,1,1
