RPTG_SLS_MGMT_LVL_1,DELL_INDUSTRY_TAXONOMY_L1,ORG_USER_DEFINED_VALUE_113,emp_size,buy_power,decision_maker,clutser
EMEA,Energy,T1,10496.82318,185877.6903,0,1
EMEA,Education,T1,2289.310689,2983792.208,1,1
CSB,Agriculture,T5,3.125874126,5167420.671,0,1
EMEA,"Banking, Financial Services & Insurance",T5,20356.87413,11875.27502,1,1
EMEA,Government,T2,9.99000999,190899.7003,1,1
NAMERICA,Healthcare & Life Sciences,T1,1351.883117,1309486.513,0,1
EMEA,"Business, Engineering & Consumer Services",T1,444.7552448,241101.6484,0,1
EMEA,Government,T3,358.9210789,107014.1838,1,1
Greater China,Manufacturing,T1,197.7022977,2357036.138,1,1
NAMERICA,Education,T1,5454.809191,3561188.811,1,1
EMEA,Agriculture,T2,34.003996,268587.9692,0,1
APJ,Education,T2,25529.04695,333520.2637,1,1
NAMERICA,Education,T1,8.336663337,2178221.778,0,1
APJ,Manufacturing,T1,1.38961039,1580684.116,0,1
NAMERICA,Healthcare & Life Sciences,T1,8274.053946,12978032.42,1,1
APJ,"Banking, Financial Services & Insurance",T1,3927.41958,534835.1648,1,1
NAMERICA,Education,T5,102.3176823,83891.66612,0,1
Greater China,"Banking, Financial Services & Insurance",T1,14317.61638,4776223.776,0,1
EMEA,Manufacturing,T1,541.2387612,138257.5325,1,1
APJ,Education,T2,1.278721279,2838624.069,1,1
APJ,Web & Tech,T1,43158.44156,8019493.307,0,1
NAMERICA,"Business, Engineering & Consumer Services",T4,46.78921079,210875.7692,0,1
LA,"Telecom, Media & Entertainment",T5,166.8731269,5487013.898,1,1
NAMERICA,Manufacturing,T4,514.3356643,121202.955,0,1
EMEA,Agriculture,T1,1120.383616,38023.98601,0,1
APJ,Retail,T3,1794.845155,43922.21626,1,1
NAMERICA,Healthcare & Life Sciences,T5,5.406593407,15143.92278,0,1
NAMERICA,Energy,T3,3.428571429,1130320.623,1,1
CSB,"Business, Engineering & Consumer Services",T5,8.919080919,116598.048,1,1
EMEA,"Business, Engineering & Consumer Services",T1,8267.337662,34442.43956,1,1
EMEA,Education,T1,3400.35964,1303233.643,0,1
APJ,"Business, Engineering & Consumer Services",T5,5.779220779,48987.16577,0,1
Greater China,"Banking, Financial Services & Insurance",T1,2643.356643,5196932.053,0,1
EMEA,Transportation,T3,118.5614386,62467.67881,1,1
CSB,Agriculture,T5,5.558441558,365894.8731,0,1
NAMERICA,Manufacturing,T2,595.978022,78822.47087,0,1
LA,Manufacturing,T5,1111.741259,50016.10184,1,1
NAMERICA,"Banking, Financial Services & Insurance",T4,139.7202797,239334.5534,0,1
NAMERICA,Education,T1,6822.307692,10309626.77,1,1
EMEA,Government,T2,1636.111888,5773076.923,0,1
NAMERICA,Government,T5,104.2437562,159262.7067,1,1
Greater China,"Telecom, Media & Entertainment",T3,118.6813187,198436.4915,1,1
NAMERICA,"Business, Engineering & Consumer Services",T5,1302.697303,70197.00913,0,1
Greater China,Agriculture,T5,144.7902098,2380419.58,0,1
NAMERICA,Manufacturing,T1,201451.6364,1011187.67,1,1
NAMERICA,Healthcare & Life Sciences,T1,5.616383616,7323714.677,0,1
CSB,"Business, Engineering & Consumer Services",T5,11.44855145,107837.7253,0,1
Greater China,Education,T1,207.4245754,61888.33866,1,1
EMEA,Retail,T3,748.3116883,373223.8215,1,1
NAMERICA,"Business, Engineering & Consumer Services",T3,312.7472527,459232.9882,0,1
NAMERICA,Retail,T5,77.997003,172943.6214,1,1
APJ,Web & Tech,T3,84.04795205,77152.9741,1,1
APJ,Manufacturing,T1,7201.398601,1863553.047,1,1
NAMERICA,Construction & Real Estate,T5,407.3426573,37853.64719,1,1
LA,"Business, Engineering & Consumer Services",T5,10.16983017,8816207.682,1,1
CSB,"Business, Engineering & Consumer Services",T5,1167.833167,289367.5644,1,1
NAMERICA,Education,T5,384.3566434,89248.94962,0,1
APJ,Web & Tech,T5,25.32467532,38043.13087,0,1
NAMERICA,Education,T1,18506.94905,4903908.791,0,1
NAMERICA,Retail,T1,4.00999001,10114315.68,1,1
CSB,Education,T5,43.4025974,36094.09091,1,1
CSB,Retail,T5,35.46453546,8183225.742,0,1
CSB,Manufacturing,T5,39.26073926,15383172.4,1,1
EMEA,Web & Tech,T5,44.52347652,44601.38378,0,1
CSB,Agriculture,T5,3.725274725,52915.7013,1,1
NAMERICA,"Business, Engineering & Consumer Services",T1,1273.726274,2919794.876,0,1
CSB,Web & Tech,T5,12.40559441,1349180.509,0,1
EMEA,Agriculture,T5,1.284715285,177030.2764,0,1
EMEA,Transportation,T3,21.74025974,947544.2235,1,1
APJ,Retail,T5,35.78421578,45544.54945,0,1
EMEA,Transportation,T1,8021.978022,216434.5654,1,1
NAMERICA,"Business, Engineering & Consumer Services",T3,184.5054945,465106.6933,0,1
LA,Manufacturing,T2,342.4075924,347752.2478,1,1
NAMERICA,Education,T1,206.3536464,1778805.481,0,1
APJ,Web & Tech,T1,1609.170829,1094584.778,0,1
LA,Government,T1,142.7112887,9107292.707,0,1
EMEA,"Business, Engineering & Consumer Services",T3,64.7952048,87777.70294,1,1
NAMERICA,Manufacturing,T3,2388.811189,1177812.795,0,1
NAMERICA,"Banking, Financial Services & Insurance",T1,569780.2198,15451750.38,0,1
APJ,"Banking, Financial Services & Insurance",T2,115.5044955,1851037.922,0,1
APJ,Education,T1,15.20979021,1147652.348,0,1
CSB,"Business, Engineering & Consumer Services",T5,45.51748252,142599.972,1,1
NAMERICA,"Business, Engineering & Consumer Services",T3,297.2527473,865532.8891,1,1
EMEA,"Business, Engineering & Consumer Services",T1,1855.252747,3345470.13,1,1
CSB,Web & Tech,T5,5.214785215,139128.9031,1,1
Greater China,Manufacturing,T1,2867.956044,437740.2597,1,1
APJ,"Business, Engineering & Consumer Services",T1,18.26173826,699500.4995,1,1
EMEA,Agriculture,T1,6965.238761,8006507.483,0,1
NAMERICA,Education,T1,1945.144855,4015982.658,0,1
EMEA,Retail,T2,311.5984016,45125.55045,0,1
LA,Government,T1,83.56643357,2023501.499,0,1
NAMERICA,Agriculture,T3,5821.678322,646430.985,1,1
NAMERICA,Healthcare & Life Sciences,T1,64370.62937,31794.48551,1,1
CSB,"Business, Engineering & Consumer Services",T5,23.75124875,10943319.68,1,1
NAMERICA,Manufacturing,T5,166.1038961,92363.904,1,1
Greater China,"Business, Engineering & Consumer Services",T1,3515.484515,3442279.72,0,1
Greater China,"Business, Engineering & Consumer Services",T3,112.2077922,23726.40559,1,1
NAMERICA,Healthcare & Life Sciences,T5,217.7022977,47659.62398,0,1
EMEA,Agriculture,T5,42.23776224,317075.4825,1,1
APJ,Education,T1,617.3646354,149614.9467,0,1
EMEA,Government,T5,8.216783217,10897315.52,0,1
CSB,"Business, Engineering & Consumer Services",T5,2.937062937,17984.42058,0,1
NAMERICA,Healthcare & Life Sciences,T1,12557.44256,1633544.555,0,1
APJ,"Banking, Financial Services & Insurance",T1,139442.5025,38551105.19,1,1
EMEA,Agriculture,T5,4636.727273,137517.5025,0,1
EMEA,Manufacturing,T3,94.60539461,187890.1099,1,1
EMEA,"Banking, Financial Services & Insurance",T2,71.2987013,475804.1958,1,1
EMEA,"Banking, Financial Services & Insurance",T3,1148.601399,341655.0699,1,1
NAMERICA,"Business, Engineering & Consumer Services",T1,98.57142857,1803111.824,0,1
NAMERICA,"Banking, Financial Services & Insurance",T4,48.01198801,184881.6464,1,1
CSB,Agriculture,T5,55.74425574,66419.55644,1,1
NAMERICA,Government,T1,7.227772228,5248456.543,1,1
APJ,"Business, Engineering & Consumer Services",T5,291.3866134,75963.04483,1,1
APJ,"Business, Engineering & Consumer Services",T1,37.34265734,88687.31269,0,1
EMEA,Manufacturing,T3,812.8571429,837541.2602,1,1
EMEA,"Business, Engineering & Consumer Services",T3,2402.797203,106785.9614,1,1
Greater China,Education,T1,10241.77822,2804015.358,1,1
Greater China,"Telecom, Media & Entertainment",T1,93024.8991,5518372.743,1,1
EMEA,"Telecom, Media & Entertainment",T1,23.53246753,330458.4056,1,1
NAMERICA,Education,T2,2932.143856,2058241.777,0,1
APJ,"Business, Engineering & Consumer Services",T1,2224.051948,974376.1239,1,1
CSB,"Business, Engineering & Consumer Services",T5,3.902097902,6588453.363,0,1
APJ,Education,T5,6.178821179,86896.13226,0,1
NAMERICA,Manufacturing,T2,2199.8002,372441.8777,0,1
EMEA,"Business, Engineering & Consumer Services",T5,3.924075924,323126.2597,1,1
CSB,Manufacturing,T5,272.6853147,74025.98317,0,1
EMEA,Government,T2,48.95604396,226506.5734,0,1
CSB,"Business, Engineering & Consumer Services",T5,15.66433566,65328.30769,1,1
NAMERICA,Web & Tech,T1,1.566433566,8515050.713,1,1
EMEA,Energy,T1,840.7592408,1283230.37,0,1
EMEA,Agriculture,T5,918.7452547,128547.2967,1,1
NAMERICA,"Business, Engineering & Consumer Services",T2,29.71028971,30811.4054,1,1
APJ,"Business, Engineering & Consumer Services",T1,159.3406593,1702297.702,1,1
Greater China,Manufacturing,T1,857.3976024,3071364.06,0,1
EMEA,Transportation,T1,2705.844156,166581.0989,1,1
EMEA,Retail,T3,966.5334665,394018.1818,0,1
NAMERICA,Agriculture,T2,1.072927073,15677205.89,0,1
EMEA,Agriculture,T5,70.61738262,15620187.6,0,1
CSB,Agriculture,T5,1.165834166,74315.95005,0,1
NAMERICA,"Banking, Financial Services & Insurance",T3,128.6313686,633438.1499,0,1
CSB,Retail,T5,49.12087912,40640.85315,1,1
Greater China,Manufacturing,T1,202.5654346,109102.8971,1,1
NAMERICA,"Business, Engineering & Consumer Services",T5,112.4075924,133677.082,0,1
NAMERICA,Government,T5,108.1318681,104043.8422,1,1
EMEA,Education,T2,7163.65035,1723574.601,1,1
APJ,"Business, Engineering & Consumer Services",T1,16.21378621,774025.974,1,1
NAMERICA,Manufacturing,T4,626.9230769,278451.1651,0,1
EMEA,"Business, Engineering & Consumer Services",T2,4546.643357,2139752.18,1,1
CSB,"Business, Engineering & Consumer Services",T5,1.042957043,21495.05095,0,1
EMEA,Education,T1,6623.376623,7343456.543,0,1
EMEA,"Banking, Financial Services & Insurance",T3,460.3296703,170355.952,1,1
Greater China,"Banking, Financial Services & Insurance",T1,325.958042,61673.19824,0,1
APJ,"Banking, Financial Services & Insurance",T1,5923.639361,4875237.71,1,1
EMEA,Web & Tech,T3,12374.68531,1444900.13,0,1
CSB,Energy,T5,57.91308691,17921.21978,1,1
CSB,"Business, Engineering & Consumer Services",T5,7.176823177,133724.972,0,1
NAMERICA,Retail,T3,304.1758242,379115,0,1
CSB,Manufacturing,T5,121.030969,8517218.333,1,1
EMEA,"Banking, Financial Services & Insurance",T1,638.3416583,1415491.217,0,1
APJ,Transportation,T1,5898.101898,1472915.796,1,1
NAMERICA,"Business, Engineering & Consumer Services",T3,99.94505495,354515.8303,1,1
NAMERICA,"Business, Engineering & Consumer Services",T5,75.25474525,286663.2957,0,1
CSB,Agriculture,T5,14781.84815,217172.5714,0,1
NAMERICA,Energy,T4,500.3246753,315739.6923,1,1
LA,Agriculture,T5,107.7922078,212825.973,0,1
APJ,Agriculture,T5,10234.03297,13588644.25,1,1
EMEA,Government,T1,7.582417582,1752407.822,0,1
Greater China,"Banking, Financial Services & Insurance",T1,448075.8961,4847652.348,1,1
EMEA,Retail,T3,43.93006993,278168.2148,1,1
NAMERICA,"Business, Engineering & Consumer Services",T5,9.5004995,90381.998,0,1
EMEA,"Business, Engineering & Consumer Services",T1,9.89010989,1759597.283,1,1
NAMERICA,Education,T2,7892.107892,643217.6707,0,1
NAMERICA,"Business, Engineering & Consumer Services",T1,3120.473526,5275585.388,1,1
CSB,Construction & Real Estate,T5,19.67832168,11528291.22,1,1
NAMERICA,"Banking, Financial Services & Insurance",T5,19.000999,150542.6951,1,1
APJ,"Business, Engineering & Consumer Services",T1,271.3006993,2755644.356,1,1
EMEA,Healthcare & Life Sciences,T3,356.8831169,272880.977,1,1
EMEA,Manufacturing,T2,5466.368631,453286.7133,0,1
EMEA,Agriculture,T5,11076.90509,83612.47253,0,1
NAMERICA,Manufacturing,T3,180.9190809,268559.9787,0,1
Greater China,"Banking, Financial Services & Insurance",T3,48.67132867,110265.7343,0,1
EMEA,"Business, Engineering & Consumer Services",T2,150.4355644,542832.1678,0,1
NAMERICA,Energy,T1,34087.7023,37025874.13,0,1
EMEA,"Telecom, Media & Entertainment",T1,7.148851149,334857.1798,1,1
NAMERICA,"Business, Engineering & Consumer Services",T5,86.96103896,205794.4066,1,1
CSB,Web & Tech,T5,35.12487512,73019.00162,0,1
NAMERICA,Government,T1,3394.888112,83692.34366,0,1
NAMERICA,Retail,T4,692.5074925,285273.7103,0,1
Greater China,Agriculture,T3,6.023976024,70925.45603,1,1
Greater China,Retail,T3,149.1308691,2809218.531,0,1
NAMERICA,Education,T2,1016.43956,268188.3117,0,1
NAMERICA,Government,T5,176.6233766,47393.70629,1,1
LA,Energy,T1,7653.946054,52199598.02,0,1
NAMERICA,Government,T1,23311.78322,13256161.04,1,1
NAMERICA,Healthcare & Life Sciences,T1,6.10989011,10071064.14,1,1
NAMERICA,Government,T5,103.1718282,58167.6413,1,1
APJ,"Business, Engineering & Consumer Services",T3,199.7802198,130950.7932,0,1
CSB,Transportation,T5,13.06693307,299517.4106,1,1
NAMERICA,"Banking, Financial Services & Insurance",T3,3464.877123,320154.2917,1,1
NAMERICA,Manufacturing,T3,248.5514486,483075.1978,1,1
CSB,"Banking, Financial Services & Insurance",T5,15.1048951,208608.3916,1,1
LA,"Business, Engineering & Consumer Services",T3,104.965035,162576.2238,1,1
LA,Agriculture,T5,41.95804196,51695.51149,1,1
CSB,Web & Tech,T5,17.33266733,39987.27511,1,1
NAMERICA,Government,T1,275.2247752,2535303.117,1,1
EMEA,Education,T2,15079.36064,4088711.289,1,1
NAMERICA,Education,T1,4314.140859,4212793.037,0,1
NAMERICA,"Business, Engineering & Consumer Services",T1,22.83716284,2205303.556,1,1
LA,Manufacturing,T3,403.0969031,102627.4793,0,1
CSB,Web & Tech,T5,43.44455544,15580738.45,1,1
NAMERICA,Transportation,T2,23048.09091,13211110.52,1,1
EMEA,"Business, Engineering & Consumer Services",T1,452.1398601,270813.951,0,1
APJ,Manufacturing,T1,118.3816184,850692.9071,0,1
EMEA,"Business, Engineering & Consumer Services",T4,67.63236763,150316.7662,0,1
LA,Manufacturing,T5,76.12387612,214848.6503,1,1
NAMERICA,Web & Tech,T2,80.48951049,103702.6282,0,1
Greater China,Retail,T5,15.83116883,67102.22677,1,1
Greater China,Manufacturing,T1,327.4345654,91288.36364,1,1
APJ,Agriculture,T3,1044.155844,1308691.309,1,1
NAMERICA,Construction & Real Estate,T5,5.562437562,177604.8332,0,1
CSB,"Banking, Financial Services & Insurance",T1,36.84315684,33250.97203,1,1
NAMERICA,Education,T1,40957.27772,22217288.41,0,1
APJ,"Telecom, Media & Entertainment",T1,373.7062937,1616304.974,1,1
EMEA,Government,T1,4234.265734,5907360.133,0,1
APJ,Education,T1,1630.36963,260149.4505,0,1
CSB,"Business, Engineering & Consumer Services",T5,4.947052947,30166.25874,1,1
LA,"Banking, Financial Services & Insurance",T3,998.6013986,115354.8928,1,1
EMEA,Web & Tech,T1,2269.585415,4225347.153,1,1
NAMERICA,Government,T1,12052.23776,2224476.324,1,1
NAMERICA,"Business, Engineering & Consumer Services",T3,107.3526474,89511.26652,1,1
EMEA,"Banking, Financial Services & Insurance",T1,1814.895105,4907679.545,1,1
CSB,Agriculture,T5,1.5004995,152806.0879,1,1
LA,Healthcare & Life Sciences,T1,23608.39161,9042057.445,1,1
CSB,"Business, Engineering & Consumer Services",T5,104.1538462,356606.1339,1,1
EMEA,"Business, Engineering & Consumer Services",T3,236.4935065,166049.8459,0,1
CSB,"Business, Engineering & Consumer Services",T5,9.942057942,24878.08192,0,1
CSB,Web & Tech,T5,1.451548452,261271.6004,1,1
NAMERICA,Government,T2,263.3826174,556822.1778,0,1
NAMERICA,Government,T1,1298.629371,54163.55109,0,1
EMEA,"Business, Engineering & Consumer Services",T3,3.425574426,264363.3566,0,1
CSB,Transportation,T5,324.3956044,94234.93307,1,1
CSB,"Business, Engineering & Consumer Services",T5,50.6993007,44281.17483,1,1
EMEA,Manufacturing,T1,9008.991009,10203558.04,1,1
APJ,Education,T2,49.42057942,314067.7948,1,1
NAMERICA,Manufacturing,T1,530.9010989,133233.8052,0,1
Greater China,"Banking, Financial Services & Insurance",T1,566.7332667,217142.8571,0,1
EMEA,Healthcare & Life Sciences,T5,1788.086913,48327.49715,0,1
EMEA,Retail,T3,62.44255744,74308.91986,0,1
NAMERICA,Government,T1,963.8361638,1423949.242,1,1
Greater China,Agriculture,T2,4830.545455,39170.82917,0,1
CSB,"Business, Engineering & Consumer Services",T5,1.516483516,19324.00783,0,1
NAMERICA,Education,T5,6163.68032,315649.3176,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,339.7522478,246944.0559,0,1
EMEA,"Banking, Financial Services & Insurance",T1,2585.414585,1508811.189,1,1
APJ,Manufacturing,T2,1765.462537,448335.6683,0,1
Greater China,Manufacturing,T1,174.3256743,584986.0156,1,1
EMEA,"Banking, Financial Services & Insurance",T1,354.4345654,6262487.512,1,1
EMEA,"Banking, Financial Services & Insurance",T3,71.17882118,91474.69968,0,1
CSB,"Business, Engineering & Consumer Services",T5,23.49350649,119552.3097,0,1
LA,"Telecom, Media & Entertainment",T3,271.8881119,48749.94306,1,1
Greater China,Construction & Real Estate,T1,910.2197802,576419.2167,1,1
EMEA,Retail,T2,2386.113886,1257802.198,0,1
APJ,Retail,T3,31.13886114,190265.6804,0,1
Greater China,"Telecom, Media & Entertainment",T1,28615.38462,8794805.195,1,1
APJ,Agriculture,T3,173.8261738,20499.27848,0,1
EMEA,Manufacturing,T1,1010.335664,67822.46254,0,1
CSB,"Business, Engineering & Consumer Services",T5,15.57242757,216819.8452,1,1
NAMERICA,Manufacturing,T3,365.5644356,466895.0766,1,1
CSB,Construction & Real Estate,T5,74.17582418,272397.2018,1,1
NAMERICA,Government,T5,578.7922078,26770.24296,1,1
LA,Manufacturing,T1,1295.504496,1166983.976,1,1
Greater China,Web & Tech,T2,560.4395604,3057358.986,1,1
APJ,Government,T2,7164.627373,1810368.787,0,1
Greater China,Manufacturing,T1,7508.391608,4732898.646,0,1
EMEA,Web & Tech,T5,17452.43157,218472.4795,0,1
CSB,Agriculture,T5,155.8441558,173310.4136,1,1
NAMERICA,Manufacturing,T5,75.7012987,77279.58503,1,1
APJ,Manufacturing,T5,1548.545455,65220.39752,0,1
EMEA,Retail,T2,4940.525475,15132267.73,0,1
APJ,Manufacturing,T5,11.25174825,66904.78601,1,1
CSB,Agriculture,T5,42.75724276,118869.8711,0,1
NAMERICA,"Business, Engineering & Consumer Services",T1,652.2077922,7066883.247,1,1
Greater China,Manufacturing,T5,11.21878122,196871.978,1,1
CSB,Agriculture,T5,40.47952048,99809.15485,0,1
NAMERICA,"Business, Engineering & Consumer Services",T5,104.6313686,260315.8841,0,1
APJ,Healthcare & Life Sciences,T1,1924.394605,956041.1603,0,1
EMEA,"Business, Engineering & Consumer Services",T1,5.494505495,191590.6394,1,1
LA,Manufacturing,T1,1096.503497,1436763.237,0,1
EMEA,Web & Tech,T3,502.1838162,663852.4865,1,1
NAMERICA,"Banking, Financial Services & Insurance",T3,235.8041958,132788.6018,1,1
NAMERICA,Education,T1,1370.734266,1432419.231,0,1
Greater China,Manufacturing,T2,242.957043,521297.1029,0,1
EMEA,Government,T1,8.055944056,590665.2057,1,1
CSB,Healthcare & Life Sciences,T5,4.297702298,235280.048,1,1
NAMERICA,Government,T1,719.2807193,1417168.23,1,1
APJ,Manufacturing,T1,1585.06993,1056720.571,1,1
NAMERICA,Construction & Real Estate,T5,21.77322677,2208062.4,1,1
EMEA,Manufacturing,T3,4.235764236,439120.8791,1,1
NAMERICA,Government,T5,106.7502498,42980.78689,0,1
EMEA,Transportation,T3,174.8251748,104444.9485,1,1
EMEA,Energy,T3,274.2257742,405967.4574,1,1
NAMERICA,Retail,T5,235.3846154,93576.73826,0,1
APJ,Agriculture,T5,843.1568432,19650.74087,1,1
EMEA,Energy,T2,1666.333666,8758641.359,0,1
APJ,"Business, Engineering & Consumer Services",T5,277.2857143,4294192.504,0,1
CSB,Web & Tech,T5,37.58241758,25754.16084,0,1
APJ,"Business, Engineering & Consumer Services",T1,152.4475524,1190028.372,1,1
LA,Manufacturing,T3,140.4595405,56808.05677,0,1
APJ,Education,T1,1192.307692,598311.4286,0,1
NAMERICA,Government,T1,1.762237762,1186590.019,0,1
APJ,Education,T5,17.40659341,56359.66904,0,1
NAMERICA,Education,T1,620.5514486,1045729.193,1,1
NAMERICA,Education,T1,905.5944056,747679.3828,0,1
APJ,"Business, Engineering & Consumer Services",T2,43.67532468,3108900.1,1,1
NAMERICA,Government,T1,185114.8851,1705017.681,0,1
NAMERICA,Web & Tech,T5,237.9220779,150727.7622,1,1
NAMERICA,Manufacturing,T3,298.1018981,358970.2957,1,1
APJ,"Business, Engineering & Consumer Services",T5,28.28571429,6750110.664,0,1
Greater China,"Banking, Financial Services & Insurance",T2,213.2367632,192900.7313,1,1
EMEA,Manufacturing,T3,121.7472527,43321.76192,0,1
EMEA,Agriculture,T5,1112.869131,68083.97403,1,1
NAMERICA,"Banking, Financial Services & Insurance",T1,10.82517483,4086284.116,0,1
NAMERICA,Healthcare & Life Sciences,T1,8085.914086,34425.08492,0,1
NAMERICA,Education,T1,4.981018981,932299.7003,1,1
NAMERICA,Healthcare & Life Sciences,T4,12161.03896,200012.4496,0,1
NAMERICA,Healthcare & Life Sciences,T1,4.711288711,1595639.148,0,1
Greater China,"Telecom, Media & Entertainment",T1,10919.46254,1711565.335,1,1
NAMERICA,"Business, Engineering & Consumer Services",T3,249.5854146,443381.4965,0,1
